date,open,high,low,close,volume,dollar_volume,trade_count,sources
2011-05-17,0.290000,0.345000,0.290000,0.345000,50350,17370.75,5,local-cache
2011-05-18,0.400000,0.500000,0.400000,0.450000,42300,19035.00,5,local-cache
2011-05-19,0.450000,0.450000,0.450000,0.450000,3000,1350.00,1,local-cache
2011-05-23,0.450000,0.450000,0.450000,0.450000,938,422.10,1,local-cache
2011-05-25,0.400000,0.410000,0.400000,0.410000,25000,10250.00,2,local-cache
2011-05-27,0.280000,0.430000,0.280000,0.430000,3000,1290.00,2,local-cache
2011-05-31,0.420000,0.420000,0.420000,0.420000,175,73.50,1,local-cache
2011-06-02,0.280000,0.280000,0.280000,0.280000,500,140.00,1,local-cache
2011-06-06,0.280000,0.280000,0.280000,0.280000,200,56.00,1,local-cache
2011-06-09,0.350000,0.350000,0.350000,0.350000,2500,875.00,1,local-cache
2011-06-10,0.360000,0.360000,0.360000,0.360000,5200,1872.00,1,local-cache
2011-06-13,0.280000,0.350000,0.280000,0.350000,9500,3325.00,2,local-cache
2011-06-15,0.420000,0.420000,0.400000,0.400000,521,208.40,2,local-cache
2011-06-16,0.400000,0.400000,0.400000,0.400000,2800,1120.00,1,local-cache
2011-06-17,0.400000,0.400000,0.400000,0.400000,5000,2000.00,1,local-cache
2011-06-20,0.350000,0.350000,0.280000,0.350000,8400,2940.00,3,local-cache
2011-06-22,0.280000,0.280000,0.280000,0.280000,1400,392.00,2,local-cache
2011-06-23,0.350000,0.350000,0.350000,0.350000,2000,700.00,1,local-cache
2011-06-27,0.340000,0.350000,0.280000,0.350000,60000,21000.00,8,local-cache
2011-06-29,0.290000,0.350000,0.290000,0.350000,11200,3920.00,4,local-cache
2011-07-05,0.350000,0.350000,0.350000,0.350000,1350,472.50,1,local-cache
2011-07-06,0.300000,0.300000,0.300000,0.300000,750,225.00,1,local-cache
2011-07-07,0.300000,0.300000,0.300000,0.300000,2500,750.00,1,local-cache
2011-07-11,0.300000,0.300000,0.300000,0.300000,11850,3555.00,3,local-cache
2011-07-12,0.300000,0.350000,0.300000,0.350000,16000,5600.00,2,local-cache
2011-07-13,0.350000,0.350000,0.300000,0.350000,119260,41741.00,4,local-cache
2011-07-14,0.280000,0.330000,0.240000,0.310000,1595000,494450.00,12,local-cache
2011-07-21,0.300000,0.300000,0.300000,0.300000,19339,5801.70,3,local-cache
2011-07-22,0.300000,0.300000,0.300000,0.300000,12287,3686.10,1,local-cache
2011-07-25,0.300000,0.300000,0.300000,0.300000,50500,15150.00,2,local-cache
2011-07-26,0.300000,0.300000,0.300000,0.300000,27500,8250.00,3,local-cache
2011-07-28,0.250000,0.300000,0.250000,0.300000,10000,3000.00,2,local-cache
2011-07-29,0.310000,0.310000,0.310000,0.310000,8000,2480.00,1,local-cache
2011-08-01,0.310000,0.310000,0.310000,0.310000,12600,3906.00,1,local-cache
2011-08-05,0.280000,0.280000,0.270000,0.280000,112000,31360.00,4,local-cache
2011-08-08,0.330000,0.330000,0.330000,0.330000,3400,1122.00,1,local-cache
2011-08-10,0.290000,0.340000,0.290000,0.340000,32040,10893.60,2,local-cache
2011-08-15,0.280000,0.280000,0.280000,0.280000,33250,9310.00,4,local-cache
2011-08-17,0.270000,0.270000,0.270000,0.270000,1000,270.00,1,local-cache
2011-08-18,0.220000,0.300000,0.220000,0.300000,52000,15600.00,2,local-cache
2011-08-22,0.150000,0.250000,0.150000,0.250000,12000,3000.00,2,local-cache
2011-08-25,0.250000,0.280000,0.222000,0.280000,50400,14112.00,3,local-cache
2011-08-26,0.188000,0.260000,0.188000,0.260000,1200,312.00,2,local-cache
2011-09-01,0.180000,0.180000,0.150000,0.180000,560100,100818.00,7,local-cache
2011-09-02,0.170000,0.240000,0.170000,0.240000,12000,2880.00,2,local-cache
2011-09-06,0.240000,0.240000,0.240000,0.240000,1880,451.20,1,local-cache
2011-09-07,0.220000,0.220000,0.220000,0.220000,28000,6160.00,2,local-cache
2011-09-08,0.170000,0.230000,0.150000,0.230000,126000,28980.00,6,local-cache
2011-09-15,0.220000,0.220000,0.220000,0.220000,4000,880.00,1,local-cache
2011-09-19,0.200000,0.200000,0.200000,0.200000,500,100.00,1,local-cache
2011-09-20,0.200000,0.200000,0.200000,0.200000,500,100.00,1,local-cache
